City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
262,Mahebourg,MU,2022-01-09 14:13:09,-20.4081,57.7,80.26,76,85,9.37
263,Popondetta,PG,2022-01-09 14:13:10,-8.7537,148.2534,73.2,95,100,2.68
264,Poum,NC,2022-01-09 14:13:10,-20.2333,164.0167,81.61,76,5,14.7
265,Riohacha,CO,2022-01-09 14:13:10,11.5444,-72.9072,81.19,64,65,17.4
266,Pimentel,PE,2022-01-09 14:13:10,-6.8367,-79.9342,75.49,64,0,12.66
267,Esperance,AU,2022-01-09 14:13:11,-33.8667,121.9,63.66,58,80,17.4
268,Viedma,AR,2022-01-09 14:13:11,-40.8135,-62.9967,94.3,19,65,23.2
269,San Carlos De Bariloche,AR,2022-01-09 14:13:11,-41.1456,-71.3082,69.55,43,20,17.27
270,Sao Jose Da Coroa Grande,BR,2022-01-09 14:13:11,-8.8978,-35.1478,85.51,61,94,10.38
271,North Bend,US,2022-01-09 14:13:12,43.4065,-124.2243,43.12,97,0,10.36
272,Madimba,TZ,2022-01-09 14:14:12,-10.4,40.3333,85.23,65,89,12.68
273,Kaura Namoda,NG,2022-01-09 14:14:12,12.5898,6.5779,90.03,12,1,9.51
274,Ribeira Grande,PT,2022-01-09 14:14:12,38.5167,-28.7,63.0,63,75,21.85
275,Little Current,CA,2022-01-09 14:14:13,45.9793,-81.9248,28.42,87,100,21.88
276,Rosario,AR,2022-01-09 14:10:50,-32.9468,-60.6393,87.94,44,0,1.01
277,Thinadhoo,MV,2022-01-09 14:14:13,0.5333,72.9333,82.44,73,21,7.61
278,Nelson Bay,AU,2022-01-09 14:14:13,-32.7167,152.15,74.1,88,2,1.99
279,Safaga,EG,2022-01-09 14:14:13,26.7292,33.9365,73.09,46,100,2.01
280,Puerto Escondido,MX,2022-01-09 14:14:14,15.85,-97.0667,72.43,88,0,8.05
281,Sugag,RO,2022-01-09 14:14:14,45.7667,23.6333,31.71,97,100,3.71
282,Stokmarknes,NO,2022-01-09 14:14:14,68.5646,14.9108,15.78,86,0,8.05
283,Severo-Kurilsk,RU,2022-01-09 14:14:15,50.6789,156.125,29.52,86,88,11.48
284,Katsuura,JP,2022-01-09 14:14:15,35.1333,140.3,48.31,64,100,8.84
285,Ust-Tsilma,RU,2022-01-09 14:14:15,65.441,52.1498,2.35,91,99,9.31
286,Pishva,IR,2022-01-09 14:14:04,35.308,51.7267,54.25,38,0,1.1
287,Rypefjord,NO,2022-01-09 14:14:15,70.6333,23.6667,26.35,80,75,5.75
288,Pangoa,PE,2022-01-09 14:14:16,-12.1167,-73.0,69.1,99,100,0.94
289,Manaus,BR,2022-01-09 14:13:55,-3.1019,-60.025,81.1,78,75,3.44
290,Arraial Do Cabo,BR,2022-01-09 14:14:16,-22.9661,-42.0278,76.86,78,75,5.75
291,Adrar,MR,2022-01-09 14:14:16,20.5022,-10.0711,69.87,10,97,16.2
292,Paamiut,GL,2022-01-09 14:14:16,61.994,-49.6678,13.14,83,100,27.94
293,Victor Harbor,AU,2022-01-09 14:14:17,-35.5667,138.6167,75.29,78,5,4.81
294,Grootfontein,NA,2022-01-09 14:14:17,-19.5667,18.1167,83.39,38,98,10.4
